Fecha;year;month;day;day_name;Veh;Linea;Descripcion;Correccion;Sistema;Retraso_minutos;Causó_desalojo;Porcentaje_desalojo;Supervisor_reviso;Cat;Fiabilidad_Servicio
2013-02-19;2013;2;19;Tuesday;66;1;puerta 2 derecha no abre;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2013-03-15;2013;3;15;Friday;66;1;2a pta izq no abre;se cambio pletina;puertas;0.0;0;0.0;593;1;0
2013-04-17;2013;4;17;Wednesday;66;1;bloqueo a 2 bars;chopper averiado;convertidor de traccion;0.0;0;0.0;915;1;0
2013-07-10;2013;7;10;Wednesday;66;1;falla electronica de mandos;no se encontro falla encendido de protecicon del chopper;convertidor de traccion;5.0;1;40.0;915;1;1
2013-08-27;2013;8;27;Tuesday;66;1;3er pta der no cierra;se cambio pletina;puertas;1.0;0;0.0;593;1;0
2013-09-26;2013;9;26;Thursday;66;1;fallan puertas;se cabian pletinas;puertas;0.0;0;0.0;915;1;0
2013-11-13;2013;11;13;Wednesday;66;1;falla de cea;filtro de alterna averiado;convertidor de auxiliares;6.5;0;0.0;915;1;1
2013-12-21;2013;12;21;Saturday;66;1;falla sicas 32 barpuertas;se reparo sicas;unidad de control de auxiliares;7.0;1;80.0;593-915;1;1
2014-01-13;2014;1;13;Monday;66;1;falla de paratren;se cambia do;paratren;1.0;0;0.0;1319;1;0
2014-01-16;2014;1;16;Thursday;66;1;redundancia en sicas;se resetea sicas;unidad de control de auxiliares;0.0;0;0.0;1319;1;0
2014-03-16;2014;3;16;Sunday;66;1;falla tim;se reseteo;unidad de control de voceo tim;0.0;0;0.0;593;1;0
2014-04-27;2014;4;27;Sunday;66;1;falla de puertas y sicas;se restablece el sicas ;unidad de control de auxiliares;3.0;1;80.0;2269;1;1
2014-05-09;2014;5;9;Friday;66;1;cristal suelo 1er pta izq;se reinstalo cristal;puertas;0.0;0;0.0;1285;3;0
2014-06-03;2014;6;3;Tuesday;66;1;clima de m1 no enfria;falso contacto en control;aire acondicionado;0.0;0;0.0;2269;4;0
2014-06-10;2014;6;10;Tuesday;66;1;clima de m1 no enfria;en revision;aire acondicionado;0.0;0;0.0;2269;4;0
2014-06-11;2014;6;11;Wednesday;66;1;clima de m1 no enfria;en revision;aire acondicionado;0.0;0;0.0;2269;4;0
2014-06-13;2014;6;13;Friday;66;1;no enfrian climas m1 y m2;se cargo gas;aire acondicionado;0.0;0;0.0;2269;2;0
2014-06-17;2014;6;17;Tuesday;66;1;clima de m2 no enfria;falso contacto en tarjeta;aire acondicionado;0.0;0;0.0;2269;4;0
2014-06-22;2014;6;22;Sunday;66;1;primera y cuarta puerta ld no cierran ni abren;se apaga y enciende tren;puertas;2.0;0;0.0;257;1;0
2014-06-23;2014;6;23;Monday;66;1;falla electronica de mandos;chopper averiado;convertidor de traccion;2.0;0;0.0;1319;1;0
2014-06-30;2014;6;30;Monday;66;1;falla de cet;chopper averiado;convertidor de traccion;4.0;0;0.0;1319;1;0
2014-07-17;2014;7;17;Thursday;66;1;falla de disyuntor;chopper averiado;convertidor de traccion;0.0;1;50.0;915;1;1
2014-07-22;2014;7;22;Tuesday;66;1;puerta 1 izq no abre;se cambia pletina;puertas;0.0;0;0.0;915;1;0
2015-01-06;2015;1;6;Tuesday;66;1;ruedas con planos;se maquinan ruedas;ruedas;4.0;1;50.0;257;3;1
2015-05-03;2015;5;3;Sunday;66;1;chisporroteo en pantografo ;se cambian bandas de carbon;pantografo;3.0;0;0.0;2269;3;0
2015-05-06;2015;5;6;Wednesday;66;1;no funcionan climas;se corrigen termistores;aire acondicionado;0.0;0;0.0;2269;4;0
2015-05-30;2015;5;30;Saturday;66;1;clima m1 no enfria ;se carga gas;aire acondicionado;0.0;0;0.0;2269;4;0
2015-07-12;2015;7;12;Sunday;66;1;falla en disyuntor;se cambio tarjeta en disyuntor;disyuntor;8.0;1;60.0;740;1;1
2015-07-21;2015;7;21;Tuesday;66;1;clima de m1 no enfria;se ajustan termistores;aire acondicionado;0.0;0;0.0;2269;4;0
2015-07-22;2015;7;22;Wednesday;66;1;falla de ventiladores de equipo;se cambia ventilador de cap;caja de aparatos;7.0;0;0.0;593;1;1
2015-07-24;2015;7;24;Friday;66;1;clima m1 no enrfia;se restablece termico;aire acondicionado;0.0;0;0.0;2269;4;0
2015-07-26;2015;7;26;Sunday;66;1;clima m1 no enrfia;se ajustan termistores;aire acondicionado;0.0;0;0.0;2269;4;0
2015-07-27;2015;7;27;Monday;66;1;clima de cabina no funciona;en revision;aire acondicionado;0.0;0;0.0;2269;4;0
2015-07-30;2015;7;30;Thursday;66;1;clima de m1 no enfria;se resetea termico;aire acondicionado;0.0;0;0.0;2269;4;0
2015-08-05;2015;8;5;Wednesday;66;1;puerta 5 izq no funciona;se cambia pletina;puertas;2.0;0;0.0;1319;1;0
2015-08-28;2015;8;28;Friday;66;1;fem 2 barbaja traccion;contactor cme averiado;caja de aparatos;2.0;0;0.0;289;1;0
2015-09-09;2015;9;9;Wednesday;66;1;puerta 6 izq no abre;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2015-09-11;2015;9;11;Friday;66;1;tercer puerta ld no abre;se cambia pletina;puertas;0.0;0;0.0;915;1;0
2010-02-03;2010;2;3;Wednesday;67;1;falla en sicas;fue reseteado por itl;unidad de control de auxiliares;0.0;0;0.0;1319;1;0
2010-04-12;2010;4;12;Monday;67;1;1a 3a izq no abren;se cambian pletinas;puertas;3.0;0;0.0;1319;1;0
2010-04-21;2010;4;21;Wednesday;67;1;no se puede rearmar ruptor;no se ha revisado;interiores de vehiculo;2.0;1;60.0;257;3;1
2010-06-04;2010;6;4;Friday;67;1;falla de freno ajeno;no se encontro falla;unidad electronica de frenado;9.0;1;80.0;915;3;1
2010-07-01;2010;7;1;Thursday;67;1;5a puerta no cierra;se cambia pletina;puertas;4.0;1;50.0;915;1;1
2010-08-17;2010;8;17;Tuesday;67;1;clima m2 no enfria;se reseteo;aire acondicionado;0.0;0;0.0;2264;4;0
2010-12-24;2010;12;24;Friday;67;1;bloqueo 2 bars falla ventequipos;se corrigio sentido de rotacion del ventilador;ventiladores de equipo;5.0;0;0.0;915;1;1
2011-03-24;2011;3;24;Thursday;67;1;fuga de aire en manguera de acoplador;sa cambia manguera;acoplador;0.0;0;0.0;1285;3;0
2011-09-15;2011;9;15;Thursday;67;1;no abren puertas;se cambia tarjeta 5 de sicas;unidad de control de auxiliares;0.0;1;50.0;1285;1;1
2011-09-17;2011;9;17;Saturday;67;1;puertas no abren;en revision;puertas;4.0;1;60.0;257;1;1
2012-02-14;2012;2;14;Tuesday;67;1;tim se congela;se cambia tim;radio y voceo;1.0;0;0.0;593;1;0
2012-05-29;2012;5;29;Tuesday;67;1;clima m2 no enfria;no se encontro falla;aire acondicionado;0.0;0;0.0;2269;4;0
2012-07-10;2012;7;10;Tuesday;67;1;falal de cea;filtro de alterna averiado;convertidor de auxiliares;0.0;0;0.0;593;1;0
2012-07-19;2012;7;19;Thursday;67;1;bloqueo a 2 bars;no se encontro falla;convertidor de traccion;9.0;1;80.0;1319;1;1
2012-10-03;2012;10;3;Wednesday;67;1;bloqueo a 2 bars;en revision;convertidor de traccion;3.0;0;0.0;593;1;0
2012-10-05;2012;10;5;Friday;67;1;bloqueo 20 bar;se cambio tvl;transductores;1.0;0;0.0;593;1;0
2012-10-06;2012;10;6;Saturday;67;1;bloqueo 20 bar;se cambia rtr;relevadores;1.0;0;0.0;593;1;0
2012-10-27;2012;10;27;Saturday;67;1;bajo frenado;se borran memorias;unidad electronica de frenado;0.0;0;0.0;915;1;0
2012-12-15;2012;12;15;Saturday;67;1;bloqueo a 3 bars;se reviza esfuerzo del pantografo ok;pantografo;2.0;0;0.0;740;3;0
2012-12-23;2012;12;23;Sunday;67;1;falla sicas;se reseteo;unidad de control de auxiliares;0.0;0;0.0;257;1;0
2012-12-27;2012;12;27;Thursday;67;1;falla electronica de mandos;no se encontro falla;unidad de control de traccion;0.0;0;0.0;1319;1;0
2013-02-05;2013;2;5;Tuesday;67;1;redundancia en sicas;se resetea sicas;unidad de control de auxiliares;0.0;0;0.0;1319;1;0
2013-03-01;2013;3;1;Friday;67;1;bamboleo en alta velocidad y se escucha un golpe;se realiza nivelacion se reviza bogies suspensiones sube a pruebas ok;suspension;0.0;0;0.0;257/289;3;0
2013-03-24;2013;3;24;Sunday;67;1;rejilla danada en 4apuerta lder;se coloco rejilla faltante;interiores de vehiculo;2.0;0;0.0;1285;3;0
2013-04-28;2013;4;28;Sunday;67;1;primer puerta lizq y ld no abren;se cambian pletinas;puertas;0.0;0;0.0;593;1;0
2013-05-15;2013;5;15;Wednesday;67;1;1apuerta izq no cierra;se ajusto umbral;puertas;4.0;1;100.0;289;3;1
2013-06-10;2013;6;10;Monday;67;1;bloqueo a 3;no se encontro falla;unidad neumatica de frenado;0.0;0;0.0;289;2;0
2013-08-07;2013;8;7;Wednesday;67;1;falla de cet;se cambia gate unit;convertidor de traccion;0.0;0;0.0;1319;1;0
2013-09-17;2013;9;17;Tuesday;67;1;puerta 1 izq no funciona;se cambia pletina;puertas;3.0;0;0.0;593;1;0
2013-10-18;2013;10;18;Friday;67;1;no se escucha voceo manual;se cambia auricular y se corrige cableado;radio y voceo;0.0;0;0.0;1319;1;0
2013-11-13;2013;11;13;Wednesday;67;1;puerta 6 der no funciona;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2014-01-08;2014;1;8;Wednesday;67;1;bloqueo a 2 bars;no se encontro falla;unidad de control de traccion;9.0;1;70.0;915;1;1
2014-02-23;2014;2;23;Sunday;67;1;clima m1 no enfria;se reseteo clima m1;aire acondicionado;0.0;0;0.0;1285;4;0
2014-04-03;2014;4;3;Thursday;67;1;falla de cea;se resetea cea;convertidor de auxiliares;2.5;0;0.0;1319;1;0
2014-06-30;2014;6;30;Monday;67;1;puerta 6 der no cierra;se resetea tren;puertas;1.0;0;0.0;ITL;1;0
2014-07-04;2014;7;4;Friday;67;1;1a puerta lado derecho no abre completa;se cambio pletina;puertas;2.0;0;0.0;915;1;0
2014-08-06;2014;8;6;Wednesday;67;1;clima de m2 no enfria;climas ajusta carga;aire acondicionado;0.0;0;0.0;2269;4;0
2014-09-03;2014;9;3;Wednesday;67;1;bloqueo a 3 bars;se repara ahm;manipulador;3.0;1;80.0;915;1;1
2015-03-11;2015;3;11;Wednesday;67;1;falla de disyuntor;se cambia tvl;transductores;5.0;0;0.0;1319;1;1
2015-03-22;2015;3;22;Sunday;67;1;clima m1 no finciona;se reseteo termico;aire acondicionado;0.0;0;0.0;289;4;0
2015-05-06;2015;5;6;Wednesday;67;1;clima de m2 no enfria;se corrigen termistores;aire acondicionado;2.0;0;0.0;2269;4;0
2015-10-02;2015;10;2;Friday;67;1;falla de freno;se cambia sensor de velocidad bm;sensores de velocidad;0.0;0;0.0;593;1;0
2015-11-23;2015;11;23;Monday;67;1;reportan bamboleos a 55 kmhr;se revisa nivelacion estando normal;suspension;1.0;0;0.0;1285-257;3;0
2015-12-27;2015;12;27;Sunday;67;1;manipulador suave;se repara manipulador;manipulador;1.0;0;0.0;593;1;0
2010-01-06;2010;1;6;Wednesday;68;1;bloqueo a 0 bars con falla en disyuntor;se restablece;disyuntor;0.0;0;0.0;915;1;0
2010-01-15;2010;1;15;Friday;68;1;falla de cet;se intercambia unidad de l 70 al 68;convertidor de traccion;0.0;0;0.0;257;1;0
2010-02-17;2010;2;17;Wednesday;68;1;no cierran puertas;se cambio botonera doble;botoneria;3.0;1;80.0;289;2;1
2010-03-19;2010;3;19;Friday;68;1;falla de disyuntor;se reseteo en l2;disyuntor;0.0;0;0.0;ITL;1;0
2010-04-12;2010;4;12;Monday;68;1;1a y 3a izq no abren;se cambian pletinas;puertas;0.0;0;0.0;1319;1;0
2010-06-13;2010;6;13;Sunday;68;1;falla vent caprf  0 bar;fue reseteado por itl;convertidor de auxiliares;0.0;0;0.0;ITL;1;0
2010-07-01;2010;7;1;Thursday;68;1;4a puerta lado derecha no abre;se cambia pletina;puertas;0.0;0;0.0;915;1;0
2010-07-06;2010;7;6;Tuesday;68;1;falla de puertas ;se cambian pletinas;puertas;6.0;1;30.0;740;1;1
2010-07-08;2010;7;8;Thursday;68;1;4a pta l der no da mtto;se cambio pletina;puertas;0.0;0;0.0;289;1;0
2010-07-23;2010;7;23;Friday;68;1;6a pta l der lenta;se cambio pletina;puertas;0.0;0;0.0;1319;1;0
2010-08-08;2010;8;8;Sunday;68;1;2a pta izq lenta;se cambio pletina;puertas;0.0;0;0.0;740;1;0
2010-08-09;2010;8;9;Monday;68;1;segunda puerta izq no cierra;se reseteo;puertas;2.0;0;0.0;1285;1;0
2010-08-21;2010;8;21;Saturday;68;1;radio se escucha muy bajo volumen;se cambia radio;radio y voceo;0.0;0;0.0;289;1;0
2010-09-10;2010;9;10;Friday;68;1;falla en disyuntor ;se reseteo;disyuntor;0.0;0;0.0;915-1319;1;0
2010-10-21;2010;10;21;Thursday;68;1;falla de disyuntor;se resetea disyuntor;disyuntor;0.0;0;0.0;1319;1;0
2010-12-13;2010;12;13;Monday;68;1;falla de disyuntor;se reseteo;disyuntor;2.0;0;0.0;915;1;0
2010-12-30;2010;12;30;Thursday;68;1;bloqueo a 2 bar;modulo elevador averiado;convertidor de auxiliares;2.0;1;70.0;1315;1;1
2011-02-08;2011;2;8;Tuesday;68;1;no abren puertas;se cambia tarjeta 5 y 6 de sicas;unidad de control de auxiliares;1.0;1;80.0;1319;1;1
2011-02-10;2011;2;10;Thursday;68;1;no abren puertas;se cambia sicas;unidad de control de auxiliares;6.5;0;0.0;1319;1;1
2011-02-14;2011;2;14;Monday;68;1;clima de m1 no enfria;se ajusto carga de gas;aire acondicionado;0.0;0;0.0;2269;4;0
2011-03-04;2011;3;4;Friday;68;1;clima m2 no enfria;se reseteo;aire acondicionado;0.0;0;0.0;915;4;0
2011-04-18;2011;4;18;Monday;68;1;redundanci en sicas;se reseteo tim;unidad de control de auxiliares;2.0;0;0.0;915;1;0
2011-04-20;2011;4;20;Wednesday;68;1;redundancia sicas;se cambian tarj de cmt y cmc;unidad de control de auxiliares;0.0;0;0.0;915;1;0
2011-06-12;2011;6;12;Sunday;68;1;clima m2 no enfria;se cargo gas;aire acondicionado;2.0;0;0.0;257;4;0
2011-07-14;2011;7;14;Thursday;68;1;clima de m1 no enfria;en revision;aire acondicionado;0.0;0;0.0;740;4;0
2011-08-04;2011;8;4;Thursday;68;1;redundancia en sicas;se cambio sicas de m1 y m2;unidad de control de auxiliares;0.0;0;0.0;1319;1;0
2011-08-05;2011;8;5;Friday;68;1;falla de frenado;se cambio fuente de uef;unidad electronica de frenado;11.0;1;50.0;593;1;1
2011-09-06;2011;9;6;Tuesday;68;1;se replego pantografo;se resoldo diodo en tarjeta;unidad de control de auxiliares;0.0;0;0.0;593;1;0
2011-10-01;2011;10;1;Saturday;68;1;2a pta der no abre;se cambio pletina;puertas;0.0;0;0.0;1285;1;0
2011-10-11;2011;10;11;Tuesday;68;1;puertas derechas no abren;se cambia tarjeta de sicas;unidad de control de auxiliares;5.0;0;0.0;915;1;1
2011-12-05;2011;12;5;Monday;68;1;golpeteo en bogie remolque;cilindro de eje 4 con falla;frenos de disco;0.0;0;0.0;257;3;0
2012-04-19;2012;4;19;Thursday;68;1;falla de cet;tiristores averiados;convertidor de traccion;2.0;1;30.0;1319;1;1
2012-05-06;2012;5;6;Sunday;68;1;no enfria clima m1;se corrige falso en ups;aire acondicionado;0.0;0;0.0;1285;1;0
2012-05-07;2012;5;7;Monday;68;1;clima de m1 no enfria;falso en plc;aire acondicionado;2.0;0;0.0;2269;4;0
2012-05-16;2012;5;16;Wednesday;68;1;bloqueo a 2 bars;se ajusta pfn;presostatos;5.0;1;50.0;915;1;1
2012-06-19;2012;6;19;Tuesday;68;1;clima de m2 no enfria;en revision;aire acondicionado;0.0;0;0.0;289;4;0
2012-07-16;2012;7;16;Monday;68;1;voceo a usuarios se escucha viciado;se repara cim m1;radio y voceo;0.0;0;0.0;1319;1;0
2012-09-19;2012;9;19;Wednesday;68;1;bloqueo a 2 bars;resistencias de precarga averiada;convertidor de traccion;7.0;0;0.0;593;1;1
2013-01-17;2013;1;17;Thursday;68;1;falla de control de puertas;se cambia control de puertas;control de puertas y velocidad;1.0;0;0.0;915;1;0
2013-02-21;2013;2;21;Thursday;68;1;puerta 6 izq no abre;se cambia pletina;puertas;1.0;0;0.0;915;1;0
2013-04-30;2013;4;30;Tuesday;68;1;puerta 6 no abre;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2013-05-14;2013;5;14;Tuesday;68;1;1apuerta izq tarda en cerrar;se cambio pletina;puertas;3.0;0;0.0;1318;1;0
2013-05-15;2013;5;15;Wednesday;68;1;6a puerta izq no cierra;se engrasan limpian y engrasan;puertas;5.0;1;85.0;1285;3;1
2013-05-29;2013;5;29;Wednesday;68;1;disyuntor en m1;se le realiza mantto;disyuntor;0.0;0;0.0;257;1;0
2013-05-31;2013;5;31;Friday;68;1;falla disyuntor;se reseteo disyuntor;disyuntor;1.0;0;0.0;1318;1;0
2013-06-01;2013;6;1;Saturday;68;1;falla de disyuntor;se reviza unidad inversora;disyuntor;3.0;0;0.0;289;1;0
2013-06-21;2013;6;21;Friday;68;1;falla disyuntor;transistor averiado;disyuntor;7.0;0;0.0;1319;1;1
2013-08-05;2013;8;5;Monday;68;1;clima de m2 no enfria;se cambio flappers y aceite;aire acondicionado;0.0;0;0.0;2269;4;0
2013-09-27;2013;9;27;Friday;68;1;6a pta izq no cierra;se lubmecanismo;puertas;0.0;0;0.0;740;1;0
2013-10-14;2013;10;14;Monday;68;1;puerta 6 izq lenta;se cambia pletina;puertas;2.0;0;0.0;593;1;0
2013-11-10;2013;11;10;Sunday;68;1;falla cet y disyuntor;tiristor averiado;convertidor de traccion;0.0;0;0.0;1319;1;0
2013-12-02;2013;12;2;Monday;68;1;falla de disyuntor;se cambia transistor a fuente;convertidor de traccion;1.0;0;0.0;1319;1;0
2014-01-07;2014;1;7;Tuesday;68;1;nprsd no funciona;se cambia selector;selectores;0.0;0;0.0;257;2;0
2014-02-10;2014;2;10;Monday;68;1;falla de aire acondiiconado;se resetea termico;aire acondicionado;3.0;0;0.0;2269;4;0
2014-02-13;2014;2;13;Thursday;68;1;puerta 2 izq no abre;se cambia pletina;puertas;0.0;0;0.0;593;1;0
2014-02-20;2014;2;20;Thursday;68;1;falla de clima m1;falso contacto en control;aire acondicionado;0.0;0;0.0;2269;4;0
2014-03-03;2014;3;3;Monday;68;1;ruido en limpiaparabrisas;se reaprieta mecanismo;limpiaparabrisas;0.0;0;0.0;289;3;0
2014-03-07;2014;3;7;Friday;68;1;radio no funciona;se corrige falso en fuente;radio y voceo;0.0;0;0.0;289;1;0
2014-03-31;2014;3;31;Monday;68;1;3 puertas de m1 no abren;en revision;puertas;0.0;0;0.0;740;2;0
2014-03-31;2014;3;31;Monday;68;1;ruido en audio de pantallas;se ajusta voceo;radio y voceo;0.0;0;0.0;1319;1;0
2014-04-10;2014;4;10;Thursday;68;1;aire acondicionado no enfria;se resetea equipo;aire acondicionado;2.0;0;0.0;2269;4;0
2014-04-25;2014;4;25;Friday;68;1;clima m1 no enfria;se corrige falso en tarjeta de control;aire acondicionado;0.0;0;0.0;257;4;0
2014-05-23;2014;5;23;Friday;68;1;puertas del v68 no abren;sensor de velocidad;ruedas;5.0;1;60.0;915;1;1
2014-06-20;2014;6;20;Friday;68;1;un brazo del limpiaparabrisas de desprendio y no funciona correctamente;se cambia brazo del limpiaparabrisas;cabina;0.0;0;0.0;257;3;0
2014-08-05;2014;8;5;Tuesday;68;1;falla de cea;se cambia tarjeta de precarga;convertidor de auxiliares;0.0;0;0.0;593;1;0
2014-08-18;2014;8;18;Monday;68;1;fuga bajo bastidor;se corrige manguera suelta;frenos de disco;0.0;0;0.0;289;3;0
2014-08-19;2014;8;19;Tuesday;68;1;pierde mantto de cierre;se cambia mecanismo de desbloqueo;puertas;0.0;0;0.0;289/740;3;0
2014-09-09;2014;9;9;Tuesday;68;1;falla de frenado;se repara unf;unidad neumatica de frenado;0.0;0;0.0;257;3;0
2015-02-07;2015;2;7;Saturday;68;1;clima de m2 presenta condensado;se limpia charola de condensado;aire acondicionado;2.0;0;0.0;2269;4;0
2015-03-07;2015;3;7;Saturday;68;1;falla de frenado ;se cambia sensor de velocidad ;sensores de velocidad;0.0;0;0.0;257;1;0
2015-03-30;2015;3;30;Monday;68;1;puerta 2 izq no funciona;se cambia pletina;puertas;1.0;0;0.0;1319;1;0
2015-04-13;2015;4;13;Monday;68;1;puerta 2 izq no abre;se cambia pletina;puertas;0.0;0;0.0;1319;1;0
2015-05-31;2015;5;31;Sunday;68;1;1a puerta lado izquierdo no abre;se resetea;puertas;0.0;0;0.0;257;1;0
2015-06-23;2015;6;23;Tuesday;68;1;clima de m2 no enfria;en revision;aire acondicionado;0.0;0;0.0;2269;4;0
2015-08-21;2015;8;21;Friday;68;1;1a puerta tarda en dar mantto;la resetearon;puertas;0.0;0;0.0;289;1;0
2015-08-24;2015;8;24;Monday;68;1;falla de frenado;ruedas con planos;ruedas;5.0;0;0.0;740;3;1
2015-10-27;2015;10;27;Tuesday;68;1;clima de m1 no enfria;falso contacto;aire acondicionado;0.0;0;0.0;2269;4;0
2015-11-17;2015;11;17;Tuesday;68;1;falla de frenado;se cambia pfn;presostatos;0.0;0;0.0;740;2;0
2015-11-24;2015;11;24;Tuesday;68;1;4a puerta lder no cierra;se cambio pletina;puertas;5.0;1;60.0;1319;1;1
2015-12-19;2015;12;19;Saturday;68;1;rejillas luminarias quebradas;se cambiaron bisagras averiadas;interiores de vehiculo;0.0;0;0.0;289;3;0
2010-01-11;2010;1;11;Monday;69;1;se apaga lampara del paratren;se restablece;paratren;0.5;0;0.0;257;1;0
2010-01-11;2010;1;11;Monday;69;1;se apaga lampara del paratren;se cambia caja de conmutacion;paratren;1.0;0;0.0;257;1;0
2010-01-23;2010;1;23;Saturday;69;1;bloqueo 0 bardisyuntor;se reviso y reseteo todo ok;disyuntor;0.0;0;0.0;1285;1;0
2010-03-09;2010;3;9;Tuesday;69;1;disyuntor botado;se restablece disyuntor;disyuntor;3.0;0;0.0;1319;1;0
2010-03-16;2010;3;16;Tuesday;69;1;falla de scpvelocimetro;se cambio scp;control de puertas y velocidad;0.0;0;0.0;1285;1;0
2010-03-27;2010;3;27;Saturday;69;1;bloqueo a 32;se ajusto arillo de manipulador;manipulador;0.0;1;45.0;915;1;1
2010-04-12;2010;4;12;Monday;69;1;2a pta izq no cierra;se cambio pletina;puertas;0.0;0;0.0;1319;1;0
2010-04-12;2010;4;12;Monday;69;1;2a pta l izq no abre;se cambia pletina;puertas;0.0;0;0.0;289;1;0
2010-04-21;2010;4;21;Wednesday;69;1;tironeos;se cambio gstf;generador de senal traccion frenado;0.0;0;0.0;1319;1;0
2010-05-19;2010;5;19;Wednesday;69;1;falla de cea;se cambio cableado de rack de control;convertidor de auxiliares;2.0;1;20.0;915;1;1
2010-06-01;2010;6;1;Tuesday;69;1;falla de disyuntor;se reseteo;disyuntor;2.5;0;0.0;915;1;0
2010-06-04;2010;6;4;Friday;69;1;falla de disyuntor;se reseteo y volvio a fallar;disyuntor;4.0;0;0.0;1319;1;0
2010-07-01;2010;7;1;Thursday;69;1;4ay 5a l izq y 4 lado derecha;se cambian pletinas;puertas;0.0;0;0.0;915;1;0
2010-08-05;2010;8;5;Thursday;69;1;fuga por valvula de secador;se cambio empaques a direct air;secador de aire;3.0;0;0.0;289;3;0
2010-08-31;2010;8;31;Tuesday;69;1;falla disyuntor;se reseteo;disyuntor;2.0;0;0.0;915;1;0
2010-09-01;2010;9;1;Wednesday;69;1;falla de disyuntor;se reseteo;disyuntor;0.0;0;0.0;915;1;0
2010-09-02;2010;9;2;Thursday;69;1;falla de disyuntor;se reseteo;disyuntor;1.0;0;0.0;1319;1;0
2010-09-02;2010;9;2;Thursday;69;1;falla de disyuntor;se reseteo;disyuntor;2.0;0;0.0;915;1;0
2010-09-03;2010;9;3;Friday;69;1;falla de disyuntor;se reseteo;disyuntor;2.0;0;0.0;915;1;0
2010-11-04;2010;11;4;Thursday;69;1;puerta 5 derecha no abre;se cambio pletina;puertas;0.0;0;0.0;740;1;0
2010-11-22;2010;11;22;Monday;69;1;falla de disyuntor;se reseteo;disyuntor;2.0;0;0.0;ITL;1;0
2011-01-31;2011;1;31;Monday;69;1;clima m1 no enfria;se reseteo termico de alimentacion;aire acondicionado;0.0;0;0.0;2269;4;0
2011-02-04;2011;2;4;Friday;69;1;disyuntor m1 y bloqeueo 2 bars;tiristor de ondulador averiado;convertidor de traccion;0.0;0;0.0;1285;1;0
2011-02-23;2011;2;23;Wednesday;69;1;falla de disyuntor;se reseteo;disyuntor;0.0;0;0.0;915;1;0
2011-04-08;2011;4;8;Friday;69;1;no abren puertas;se cambia fuente de la uef;unidad electronica de frenado;7.0;1;85.0;289;1;1
2011-04-19;2011;4;19;Tuesday;69;1;falla de clima m1;se reseteo termico;aire acondicionado;0.0;0;0.0;257;4;0
2011-04-21;2011;4;21;Thursday;69;1;clima cabina no enfria;se cambia potenciometro de control;aire acondicionado;0.0;0;0.0;257;4;0
2011-05-05;2011;5;5;Thursday;69;1;bloqueo a 0 bars;ruido en sensores;sensores de velocidad;0.0;0;0.0;1319;1;0
2011-05-07;2011;5;7;Saturday;69;1;redundancia sicas;se cambian tarjetas del sicas;unidad de control de auxiliares;0.0;0;0.0;257;1;0
2011-05-25;2011;5;25;Wednesday;69;1;falla de disyuntor;se cambia tarjeta inversor cet;convertidor de traccion;0.0;0;0.0;1319;1;0
2011-05-27;2011;5;27;Friday;69;1;falla de disyuntor;transistor de inversor averiado;disyuntor;3.0;0;0.0;289;1;0
2011-06-21;2011;6;21;Tuesday;69;1;falla de disyuntor;tiristor v3 averiado;convertidor de traccion;5.0;1;70.0;915;1;1
2011-07-20;2011;7;20;Wednesday;69;1;clima de usuarios no enfria;no se encontro falla;aire acondicionado;0.0;0;0.0;740;4;0
2011-11-05;2011;11;5;Saturday;69;1;falla en disyuntor;se reseteo disyuntor   ;disyuntor;0.0;0;0.0;257;1;0
2012-01-16;2012;1;16;Monday;69;1;bloqueo a 3 bars;no se encontro falla;relevadores;0.0;0;0.0;289;2;0
2012-01-17;2012;1;17;Tuesday;69;1;bloqueo a 3 bars;se cambia fusible rcpc;fusibles de baja tension;1.3;0;0.0;1285;2;0
2012-05-18;2012;5;18;Friday;69;1;clima m2 no enfria;se reseteo;aire acondicionado;0.0;0;0.0;2269;4;0
2012-05-23;2012;5;23;Wednesday;69;1;clima de m2 no enfria;se resetea clima;aire acondicionado;0.0;0;0.0;289;4;0
2012-06-08;2012;6;8;Friday;69;1;bloqueo 32 bar;se cambio manipulador;manipulador;4.0;1;100.0;915;1;1
2012-06-25;2012;6;25;Monday;69;1;bloqueo a 0 y falla de disyuntor;se resetea disyuntor;disyuntor;1.0;0;0.0;593;1;0
2012-08-03;2012;8;3;Friday;69;1;falla de disyuntor;en revision;disyuntor;0.0;0;0.0;593;1;0
2012-10-05;2012;10;5;Friday;69;1;redundancia en sicas m y m2;se reseteo sicas;unidad de control de auxiliares;2.0;1;85.0;593;1;1
2012-11-27;2012;11;27;Tuesday;69;1;puerta 5 de no funciona;se cambia pletina;puertas;2.0;0;0.0;1319;1;0
2012-12-19;2012;12;19;Wednesday;69;1;bloqueo a 0 bars;no se encontro falla;unidad de control de traccion;0.0;0;0.0;1319;1;0
2012-12-23;2012;12;23;Sunday;69;1;empaque suelto 2a pta izq;se reinstalo empaque;puertas;0.0;0;0.0;257;3;0
